date,cnyrub,cnyrub_numtrades,cnyrub_wap
2014-01-06,0.0,0.0,5.394
2014-01-08,0.0,0.0,5.394
2014-01-09,5.482,13.0,5.4768
2014-01-10,5.483,6.0,5.4995
2014-01-13,5.496,3.0,5.4911
2014-01-14,5.51,2.0,5.51
2014-01-15,5.544,60.0,5.5359
2014-01-16,5.5494,19.0,5.5364
2014-01-17,5.54,15.0,5.5436
2014-01-20,5.592,10.0,5.5833
2014-01-21,5.64,28.0,5.6121
2014-01-22,5.6225,23.0,5.6119
2014-01-23,5.6464,23.0,5.6358
2014-01-24,5.75,19.0,5.6797
2014-01-27,5.7532,21.0,5.747
2014-01-28,5.8499,46.0,5.7343
2014-01-29,5.746,32.0,5.7286
2014-01-30,5.805,7.0,5.8404
2014-01-31,5.82,2.0,5.82
2014-02-03,5.82,3.0,5.8337
2014-02-04,5.85,5.0,5.8496
2014-02-05,5.77,11.0,5.8059
2014-02-06,5.772,4.0,5.7683
2014-02-07,5.756,24.0,5.7308
2014-02-10,5.769,24.0,5.7476
2014-02-11,5.753,43.0,5.7557
2014-02-12,5.773,24.0,5.7482
2014-02-13,5.8097,40.0,5.7645
2014-02-14,5.8122,68.0,5.8339
2014-02-17,5.8121,29.0,5.8061
2014-02-18,5.8425,49.0,5.8249
2014-02-19,5.9202,59.0,5.8753
2014-02-20,5.9,33.0,5.8934
2014-02-21,6.0392,20.0,5.8652
2014-02-24,5.8338,9.0,5.8261
2014-02-25,5.8133,14.0,5.8195
2014-02-26,5.89,17.0,5.8627
2014-02-27,5.93,47.0,5.8972
2014-02-28,5.8901,42.0,5.9009
2014-03-03,5.9518,23.0,5.944
2014-03-04,5.901,40.0,5.9232
2014-03-05,5.89,20.0,5.8945
2014-03-06,5.9245,17.0,5.9143
2014-03-07,5.9446,24.0,5.9378
2014-03-11,5.9346,17.0,5.9398
2014-03-12,5.936,9.0,5.9367
2014-03-13,5.9395,5.0,5.9386
2014-03-14,5.967,9.0,5.964
2014-03-17,5.9146,5.0,5.9376
2014-03-18,5.88,14.0,5.8943
2014-03-19,5.823,19.0,5.837
2014-03-20,5.8313,51.0,5.8101
2014-03-21,5.8475,35.0,5.8575
2014-03-24,5.8317,30.0,5.8277
2014-03-25,5.767,24.0,5.8001
2014-03-26,5.72,23.0,5.7078
2014-03-27,5.7359,16.0,5.7303
2014-03-28,5.75,14.0,5.749
2014-03-31,5.6944,89.0,5.697
2014-04-01,5.665,342.0,5.6586
2014-04-02,5.72,339.0,5.6945
2014-04-03,5.72,347.0,5.722
2014-04-04,5.6872,356.0,5.6939
2014-04-07,5.73,403.0,5.7265
2014-04-08,5.74,345.0,5.7286
2014-04-09,5.781,725.0,5.7645
2014-04-10,5.7313,1092.0,5.7263
2014-04-11,5.7613,1060.0,5.7385
2014-04-14,5.7642,1055.0,5.7762
2014-04-15,5.7965,1079.0,5.7816
2014-04-16,5.7742,1077.0,5.7906
2014-04-17,5.7551,1065.0,5.7733
2014-04-18,5.71,1081.0,5.715
2014-04-21,5.6707,1097.0,5.7244
2014-04-22,5.7136,1063.0,5.7238
2014-04-23,5.72,1067.0,5.7182
2014-04-24,5.723,1043.0,5.7129
2014-04-25,5.852,1067.0,5.7481
2014-04-28,5.76,918.0,5.7627
2014-04-29,5.8341,586.0,5.6999
2014-04-30,5.7088,912.0,5.7042
2014-05-02,0.0,0.0,5.7042
2014-05-05,5.7302,970.0,5.7357
2014-05-06,5.8,1073.0,5.7147
2014-05-07,5.6608,1062.0,5.6903
2014-05-08,5.625,1072.0,5.6198
2014-05-12,5.623,1070.0,5.6371
2014-05-13,5.5807,1090.0,5.5898
2014-05-14,5.57,1073.0,5.576
2014-05-15,5.579,1093.0,5.5706
2014-05-16,5.5752,1052.0,5.5811
2014-05-19,5.5425,1077.0,5.5481
2014-05-20,5.5393,990.0,5.544
2014-05-21,5.5215,986.0,5.5323
2014-05-22,5.5046,1088.0,5.5043
2014-05-23,5.4824,1074.0,5.4942
2014-05-26,5.4742,1060.0,5.4727
2014-05-27,5.4952,1097.0,5.4952
2014-05-28,5.5132,1089.0,5.5104
2014-05-29,5.5518,1081.0,5.5439
2014-05-30,5.5716,1054.0,5.5657
2014-06-02,5.585,1090.0,5.5832
2014-06-03,5.6054,1047.0,5.6004
2014-06-04,5.5966,1092.0,5.6237
2014-06-05,5.5557,1078.0,5.5698
2014-06-06,5.517,1073.0,5.5459
2014-06-09,5.505,22.0,5.5045
2014-06-10,5.5245,1046.0,5.5226
2014-06-11,5.5256,1080.0,5.5203
2014-06-13,5.5583,60.0,5.5511
2014-06-16,5.5014,1079.0,5.5653
2014-06-17,5.598,1079.0,5.5853
2014-06-18,5.5418,1078.0,5.5746
2014-06-19,5.506,1075.0,5.4992
2014-06-20,5.52,1076.0,5.5212
2014-06-23,5.4908,1062.0,5.5071
2014-06-24,5.427,1081.0,5.4509
2014-06-25,5.42,1086.0,5.4311
2014-06-26,5.4212,1086.0,5.4205
2014-06-27,5.4002,1141.0,5.413
2014-06-30,5.48,1067.0,5.4647
2014-07-01,5.5235,1059.0,5.52
2014-07-02,5.5205,1059.0,5.5128
2014-07-03,5.5099,1080.0,5.5055
2014-07-04,5.5435,1082.0,5.5356
2014-07-07,5.57,1055.0,5.5721
2014-07-08,5.5212,1083.0,5.5327
2014-07-09,5.4975,1063.0,5.4983
2014-07-10,5.4854,1060.0,5.4779
2014-07-11,5.5059,1108.0,5.4916
2014-07-14,5.5303,1050.0,5.5267
2014-07-15,5.5285,1094.0,5.5317
2014-07-16,5.5439,1090.0,5.5376
2014-07-17,5.6285,1075.0,5.6233
2014-07-18,5.654,1074.0,5.6553
2014-07-21,5.664,1075.0,5.6572
2014-07-22,5.6233,1084.0,5.6393
2014-07-23,5.6275,1078.0,5.6204
2014-07-24,5.647,1092.0,5.657
2014-07-25,5.6717,1069.0,5.6649
2014-07-28,5.7352,1069.0,5.7207
2014-07-29,5.7693,1079.0,5.7697
2014-07-30,5.7577,1079.0,5.7738
2014-07-31,5.763,1070.0,5.7458
2014-08-01,5.796,1078.0,5.784
2014-08-04,5.7947,1082.0,5.7828
2014-08-05,5.8109,1071.0,5.8029
2014-08-06,5.865,1053.0,5.8676
2014-08-07,5.899,1063.0,5.8823
2014-08-08,5.9,1083.0,5.9177
2014-08-11,5.8536,1070.0,5.8646
2014-08-12,5.8605,1073.0,5.8611
2014-08-13,5.85,1071.0,5.8827
2014-08-14,5.831,1063.0,5.8523
2014-08-15,5.8495,1146.0,5.8557
2014-08-18,5.8787,536.0,5.8711
2014-08-19,5.8867,1098.0,5.8878
2014-08-20,5.91,1099.0,5.9025
2014-08-21,5.897,1113.0,5.9036
2014-08-22,5.88,1111.0,5.8648
2014-08-25,5.8738,1094.0,5.8723
2014-08-26,5.8768,1092.0,5.874
2014-08-27,5.8636,1085.0,5.8738
2014-08-28,5.9783,1146.0,5.9215
2014-08-29,6.0131,1112.0,6.0052
2014-09-01,6.0661,1115.0,6.0822
2014-09-02,6.0874,1109.0,6.0794
2014-09-03,5.9731,1201.0,6.0443
2014-09-04,5.9992,1128.0,6.0029
2014-09-05,6.0704,1064.0,6.0087
2014-09-08,6.0597,1100.0,6.0477
2014-09-09,6.041,1101.0,6.0411
2014-09-10,6.0904,1108.0,6.0677
2014-09-11,6.115,1156.0,6.0965
2014-09-12,6.1753,1116.0,6.1382
2014-09-15,6.3128,1170.0,6.1819
2014-09-16,6.2728,1256.0,6.2796
2014-09-17,6.2341,1193.0,6.2389
2014-09-18,6.3863,1192.0,6.2508
2014-09-19,6.271,1106.0,6.2594
2014-09-22,6.2809,1116.0,6.2804
2014-09-23,6.28,1105.0,6.2843
2014-09-24,6.2395,1125.0,6.244
2014-09-25,6.2678,1141.0,6.2458
2014-09-26,6.345,1069.0,6.3147
2014-09-29,6.405,67.0,6.4035
2014-09-30,6.3866,1012.0,6.3829
2014-10-01,6.4135,1109.0,6.4237
2014-10-02,6.43,1102.0,6.4284
2014-10-03,6.4867,1057.0,6.459
2014-10-06,6.505,1128.0,6.4896
2014-10-07,6.4832,1080.0,6.4813
2014-10-08,6.513,1094.0,6.5104
2014-10-09,6.529,1133.0,6.5107
2014-10-10,6.571,1155.0,6.5651
2014-10-13,6.647,1081.0,6.5812
2014-10-14,6.645,1121.0,6.6174
2014-10-15,6.62,1069.0,6.6804
2014-10-16,6.7954,1128.0,6.6499
2014-10-17,6.6435,113.0,6.6926
2014-10-20,6.6963,1164.0,6.6711
2014-10-21,6.69,1106.0,6.6945
2014-10-22,6.73,1100.0,6.6999
2014-10-23,6.83,1130.0,6.7822
2014-10-24,6.8546,1122.0,6.8331
2014-10-27,6.9079,1149.0,6.8583
2014-10-28,6.9394,1121.0,6.9443
2014-10-29,7.0133,1097.0,7.0021
2014-10-30,6.8378,1063.0,7.0228
2014-10-31,7.0231,1055.0,6.911
2014-11-03,7.08,871.0,7.089
2014-11-05,7.307,849.0,7.2572
2014-11-06,7.539,92.0,7.4011
2014-11-07,7.575,74.0,7.766
2014-11-10,7.5199,94.0,7.4702
2014-11-11,7.4999,114.0,7.5583
2014-11-12,7.6,115.0,7.5555
2014-11-13,7.5862,83.0,7.531
2014-11-14,7.83,90.0,7.7195
2014-11-17,7.7219,92.0,7.7312
2014-11-18,7.74,103.0,7.6718
2014-11-19,7.652,119.0,7.6648
2014-11-20,7.639,111.0,7.624
2014-11-21,7.44,135.0,7.466
2014-11-24,7.35,99.0,7.2935
2014-11-25,7.509,127.0,7.2995
2014-11-26,7.62,95.0,7.5413
2014-11-27,7.8688,108.0,7.7583
2014-11-28,8.0,41.0,8.0183
2014-12-01,8.4,58.0,8.3986
2014-12-02,8.84,719.0,8.5569
2014-12-03,8.707,667.0,8.8043
2014-12-04,8.7978,834.0,8.6481
2014-12-05,8.68,818.0,8.6982
2014-12-08,8.6746,911.0,8.6722
2014-12-09,8.91,845.0,8.7563
2014-12-10,8.7803,853.0,8.7821
2014-12-11,8.9132,848.0,8.882
2014-12-12,9.23,798.0,9.2613
2014-12-15,9.77,886.0,9.5102
2014-12-16,10.75,26.0,10.0037
2014-12-17,10.9,59.0,10.8873
2014-12-18,9.6,72.0,9.8181
2014-12-19,9.44,832.0,9.6717
2014-12-22,8.8,842.0,9.0934
2014-12-23,8.82,1177.0,8.8323
2014-12-24,8.73,695.0,8.751
2014-12-25,8.84,881.0,8.4928
2014-12-26,8.719,1242.0,8.4551
2014-12-29,9.2501,1228.0,9.0399
2014-12-30,10.9167,1183.0,9.195
2015-01-05,10.916,6.0,10.4309
2015-01-06,10.3434,12.0,10.7766
2015-01-08,10.39,2.0,10.3907
2015-01-09,10.7899,1.0,10.7899
2015-01-12,10.2499,1218.0,10.1244
2015-01-13,10.502,1214.0,10.4782
2015-01-14,10.4263,1188.0,10.6667
2015-01-15,10.4,1238.0,10.5266
2015-01-16,10.49,1207.0,10.4838
2015-01-19,10.5715,1199.0,10.4165
2015-01-20,10.52,1185.0,10.4685
2015-01-21,10.3897,1248.0,10.5762
2015-01-22,10.3747,1188.0,10.5311
2015-01-23,10.278,1234.0,10.204
2015-01-26,10.5367,1235.0,10.4974
2015-01-27,10.5401,1217.0,10.8481
2015-01-28,10.8669,1269.0,10.7691
2015-01-29,11.2,1209.0,11.0253
2015-01-30,11.22,1244.0,11.0748
2015-02-02,10.95,1271.0,11.158
2015-02-03,10.6,1265.0,10.725
2015-02-04,11.0418,1218.0,10.5236
2015-02-05,11.028,1243.0,10.9176
2015-02-06,10.9802,1210.0,10.571
2015-02-09,10.5049,1243.0,10.4983
2015-02-10,10.75,1244.0,10.514
2015-02-11,10.5,1231.0,10.5932
2015-02-12,10.71,1213.0,10.5502
2015-02-13,10.2118,1241.0,10.4111
2015-02-16,9.92,1224.0,9.9978
2015-02-17,10.0823,1191.0,9.9928
2015-02-18,10.0,1232.0,9.9692
2015-02-19,9.9999,1206.0,9.906
2015-02-20,9.82,1191.0,9.8527
2015-02-24,10.0,1208.0,10.0743
2015-02-25,9.92,1245.0,9.961
2015-02-26,9.71,1225.0,9.659
2015-02-27,9.83,1244.0,9.745
2015-03-02,9.88,433.0,9.911
2015-03-03,9.9262,277.0,9.9241
2015-03-04,9.86,229.0,9.8447
2015-03-05,9.68,256.0,9.8396
2015-03-06,9.5,237.0,9.5345
2015-03-10,9.83,289.0,9.658
2015-03-11,9.8912,282.0,10.0068
2015-03-12,9.765,272.0,9.7136
2015-03-13,9.81,277.0,9.7699
2015-03-16,9.9785,344.0,9.9036
2015-03-17,9.809,261.0,9.8632
2015-03-18,9.52,288.0,9.817
2015-03-19,9.6875,264.0,9.6635
2015-03-20,9.5563,298.0,9.6703
2015-03-23,9.5327,244.0,9.5917
2015-03-24,9.3219,251.0,9.4416
2015-03-25,9.215,310.0,9.1725
2015-03-26,9.248,288.0,9.0916
2015-03-27,9.29,263.0,9.2727
2015-03-30,9.2968,271.0,9.367
2015-03-31,9.3731,256.0,9.3021
2015-04-01,9.27,279.0,9.4124
2015-04-02,9.1,245.0,9.1795
2015-04-03,9.1519,254.0,9.1936
2015-04-06,8.9879,241.0,9.1092
2015-04-07,8.8887,272.0,8.9462
2015-04-08,8.6459,291.0,8.6907
2015-04-09,8.45,338.0,8.4412
2015-04-10,8.7,308.0,8.1908
2015-04-13,8.5,325.0,8.4435
2015-04-14,8.3428,252.0,8.361
2015-04-15,8.1999,246.0,8.144
2015-04-16,8.0521,254.0,8.036
2015-04-17,8.41,282.0,8.1892
2015-04-20,8.58,264.0,8.3338
2015-04-21,8.59,272.0,8.6814
2015-04-22,8.4205,296.0,8.6445
2015-04-23,8.1808,263.0,8.321
2015-04-24,8.29,270.0,8.1475
2015-04-27,8.3309,285.0,8.2861
2015-04-28,8.25,288.0,8.4035
2015-04-29,8.2,277.0,8.3333
2015-04-30,8.32,279.0,8.2584
2015-05-05,8.134,269.0,8.3075
2015-05-06,8.118,310.0,8.0614
2015-05-07,8.0913,300.0,8.1312
2015-05-08,8.2132,279.0,8.1886
2015-05-12,8.06,251.0,8.1747
2015-05-13,7.9335,290.0,7.9825
2015-05-14,8.0798,285.0,8.0546
2015-05-15,7.978,288.0,8.0716
2015-05-18,7.9021,293.0,7.9316
2015-05-19,7.9862,275.0,7.944
2015-05-20,8.0205,282.0,8.0503
2015-05-21,8.0461,289.0,8.0424
2015-05-22,8.0555,246.0,8.0498
2015-05-25,8.06,243.0,8.0373
2015-05-26,8.1993,271.0,8.1151
2015-05-27,8.346,303.0,8.2491
2015-05-28,8.517,287.0,8.4328
2015-05-29,8.4509,275.0,8.5154
2015-06-01,8.63,283.0,8.5875
2015-06-02,8.585,312.0,8.5977
2015-06-03,8.7508,333.0,8.5762
2015-06-04,9.09,265.0,8.87
2015-06-05,9.1168,264.0,9.0373
2015-06-08,9.0361,278.0,9.043
2015-06-09,8.9564,255.0,9.0066
2015-06-10,8.6773,268.0,8.7977
2015-06-11,8.8279,276.0,8.7961
2015-06-15,8.7981,263.0,8.8745
2015-06-16,8.67,272.0,8.7103
2015-06-17,8.685,257.0,8.7026
2015-06-18,8.605,273.0,8.6042
2015-06-19,8.7476,251.0,8.6989
2015-06-22,8.6835,265.0,8.641
2015-06-23,8.6999,290.0,8.7626
2015-06-24,8.8095,267.0,8.7351
2015-06-25,8.8091,276.0,8.7988
2015-06-26,8.8732,283.0,8.852
2015-06-29,8.962,260.0,8.9345
2015-06-30,8.9135,256.0,8.9846
2015-07-01,8.996,259.0,8.9344
2015-07-02,8.95,273.0,8.9751
2015-07-03,8.9891,253.0,8.9726
2015-07-06,9.15,261.0,9.0903
2015-07-07,9.09,262.0,9.2013
2015-07-08,9.264,367.0,9.1902
2015-07-09,9.2228,267.0,9.184
2015-07-10,9.0898,247.0,9.1268
2015-07-13,9.0801,267.0,9.1205
2015-07-14,9.09,297.0,9.17
2015-07-15,9.1512,228.0,9.1227
2015-07-16,9.1155,270.0,9.1634
2015-07-17,9.1796,249.0,9.1459
2015-07-20,9.1668,292.0,9.1566
2015-07-21,9.1716,249.0,9.1779
2015-07-22,9.215,243.0,9.1884
2015-07-23,9.3233,246.0,9.2355
2015-07-24,9.3897,330.0,9.3434
2015-07-27,9.555,313.0,9.4612
2015-07-28,9.6469,341.0,9.6956
2015-07-29,9.4656,336.0,9.6176
2015-07-30,9.5191,387.0,9.4922
2015-07-31,9.907,349.0,9.7091
2015-08-03,10.2061,277.0,10.0591
2015-08-04,10.1428,299.0,10.1168
2015-08-05,10.2115,334.0,10.0938
2015-08-06,10.3075,306.0,10.3015
2015-08-07,10.2964,288.0,10.2913
2015-08-10,10.11,273.0,10.3781
2015-08-11,10.0565,523.0,9.9605
2015-08-12,9.9644,650.0,9.9679
2015-08-13,10.0116,500.0,9.9551
2015-08-14,10.0384,354.0,10.1035
2015-08-17,10.1916,300.0,10.2001
2015-08-18,10.2269,491.0,10.2413
2015-08-19,10.3327,407.0,10.2425
2015-08-20,10.5445,498.0,10.4159
2015-08-21,10.7379,450.0,10.5754
